GalleryNumber,accessionNumber,accessionYear,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistGender,artistNationality,artistPrefix,artistRole,artistSuffix,artistULAN_URL,artistWikidata_URL,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,isTimelineWork,linkResource,locale,locus,measurements,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectID,objectName,objectURL,objectWikidata_URL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
728,67.55.4,1967,,,,,,,,,,,,,,,,,United States,,"Bequest of Susan Dwight Bliss, 1966",American,The American Wing,27 7/8 x 23 1/4 x 17 1/4 in. (70.8 x 59.1 x 43.8 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 43.8, ""Height"": 70.8, ""Width"": 59.0551}}]",Mahogany,2023-02-07T04:46:51.34Z,1800,1800–1830,1830,8663,Tilt-top tea table,https://www.metmuseum.org/art/collection/search/8663,https://www.wikidata.org/wiki/Q116341137,,,https://images.metmuseum.org/CRDImages/ad/original/188914.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/188914.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,,Tilt-top Tea Table
725,10.125.589b,1910,,,,,,,,,,,,,,,,,United States,,"Gift of Mrs. Russell Sage, 1909",,The American Wing,H. 30 in. (76.2 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 76.2002}}]","Brass, iron",2023-02-07T04:46:51.34Z,1795,1795–1815,1815,8716,Tongs,https://www.metmuseum.org/art/collection/search/8716,https://www.wikidata.org/wiki/Q116370291,,,https://images.metmuseum.org/CRDImages/ad/original/17130.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17130.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Tongs
704,49.2,1949,,"Will, William",1742,1742–1798,William Will,1798,,American,,Maker,,http://vocab.getty.edu/page/ulan/500090700,https://www.wikidata.org/wiki/Q30589203,Philadelphia,,"[{""constituentID"": 1578, ""role"": ""Maker"", ""name"": ""William Will"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500090700"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q30589203"", ""gender"": """"}]",United States,,"Gift of Mrs. J. Insley Blair, 1949",American,The American Wing,H. 8 1/4 in. (21 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 20.955}}]","Pewter, teak",2023-02-07T04:46:51.34Z,1764,1764–98,1798,8405,Teapot,https://www.metmuseum.org/art/collection/search/8405,https://www.wikidata.org/wiki/Q116343476,,,https://images.metmuseum.org/CRDImages/ad/original/143175.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/143175.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,,Teapot
704,40.184.4,1940,"[""https://images.metmuseum.org/CRDImages/ad/original/124764.jpg""]","Will, William",1742,1742–1798,William Will,1798,,American,,Maker,,http://vocab.getty.edu/page/ulan/500090700,https://www.wikidata.org/wiki/Q30589203,Philadelphia,,"[{""constituentID"": 1578, ""role"": ""Maker"", ""name"": ""William Will"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500090700"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q30589203"", ""gender"": """"}]",United States,,"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",American,The American Wing,H. 6 1/8 in. (15.6 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 15.5575}}]","Pewter, wood",2023-02-07T04:46:51.34Z,1764,1764–98,1798,8404,Teapot,https://www.metmuseum.org/art/collection/search/8404,https://www.wikidata.org/wiki/Q116343606,,,https://images.metmuseum.org/CRDImages/ad/original/122851.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/122851.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,,Teapot
740,1987.390,1987,,"Joslin, Gilman",,,Gilman Joslin,9999,,American,,Maker,,,,Boston,,"[{""constituentID"": 2201, ""role"": ""Maker"", ""name"": ""Gilman Joslin"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",United States,,"Purchase, Dr. and Mrs. Kenneth H. Fried Gift and Friends of the American Wing Fund, 1987",American,The American Wing,H. 16 in. (40.6 cm); Diam. 10 in. (25.4 cm),,,Made in,False,False,False,,,,"[{""elementName"": ""Other"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 25.4001, ""Height"": 40.6401}}]",Wood,2023-02-07T04:46:51.34Z,1857,ca. 1860,1860,8486,Terrestrial globe,https://www.metmuseum.org/art/collection/search/8486,https://www.wikidata.org/wiki/Q116342294,,,,,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,"[{""term"": ""Globes"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300028089"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q133792""}]",Terrestrial Globe
724,60.58.4,1960,"[""https://images.metmuseum.org/CRDImages/ad/original/172133.jpg""]",,,,,,,,,,,,,New York,,,United States,,"Sansbury-Mills Fund, 1960",American,The American Wing,H. 39 in. (99.1 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 99.0602}}]",Brass,2023-02-07T04:46:51.34Z,1795,1795–1810,1810,8753,Tongs,https://www.metmuseum.org/art/collection/search/8753,https://www.wikidata.org/wiki/Q116338364,,,https://images.metmuseum.org/CRDImages/ad/original/172136.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172136.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,,Tongs
734,67.181.3,1967,"[""https://images.metmuseum.org/CRDImages/ad/original/ADA4680.jpg"", ""https://images.metmuseum.org/CRDImages/ad/original/206564.jpg""]",,,,,,,,,,,,,New Lebanon,,,United States,,"Rogers Fund, 1967",American,The American Wing,17 7/8 x 2 11/16 in. (45.4 x 6.8 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 45.4, ""Width"": 6.8263}}]",Iron,2023-02-07T04:46:51.34Z,1820,1820–40,1840,8719,Tongs,https://www.metmuseum.org/art/collection/search/8719,https://www.wikidata.org/wiki/Q116339466,,,https://images.metmuseum.org/CRDImages/ad/original/188199.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/188199.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,,Tongs
704,60.111.52,1960,,,,,,,,,,,,,,,,,China,,"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960","Chinese, for American market",The American Wing,6 11/16 x 8 3/8 in. (17 x 21.3 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 17, ""Width"": 21.3}}]",Porcelain,2023-02-07T04:46:51.34Z,1860,ca. 1860–66,1866,8800,Tray,https://www.metmuseum.org/art/collection/search/8800,https://www.wikidata.org/wiki/Q116337326,,,https://images.metmuseum.org/CRDImages/ad/original/171906.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/171906.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Birds"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300266506"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5113""}, {""term"": ""Butterflies"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300417320"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q11946202""}, {""term"": ""Flowers"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300132399"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q506""}, {""term"": ""Leaves"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300011892"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q33971""}]",Tray
718,39.184.39,1939,,,,,,,,,,,,,,,,,China,,"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",,The American Wing,9 7/8 x 11 in. (25.1 x 27.9 cm),,,Made in,False,False,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 25.1, ""Width"": 27.9}}]",Porcelain,2023-02-07T04:46:51.34Z,1736,1736–95,1795,8798,Tray,https://www.metmuseum.org/art/collection/search/8798,https://www.wikidata.org/wiki/Q116392923,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,,Tray
252,2009.225,2009,,,,,,,,,,,,,,,Sculpture,,,,"Purchase, William Spielman Bequest, in memory of William and Bette-Ann Spielman, 2009",Nepal (Kathmandu valley),Asian Art,H. 5 in. (12.7 cm); W. 3 5/8 in. (9.2 cm); D. 2 1/4 in. (5.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 5.7150116, ""Height"": 12.700026, ""Width"": 9.207519}}]",Copper alloy,2023-02-07T04:46:51.34Z,1300,14th century,1399,75359,Figure,https://www.metmuseum.org/art/collection/search/75359,https://www.wikidata.org/wiki/Q116374184,early Malla period,,https://images.metmuseum.org/CRDImages/as/original/2009_225_Strm1_crop.jpg,https://images.metmuseum.org/CRDImages/as/web-large/2009_225_Strm1_crop.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Deities"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300343850"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q178885""}, {""term"": ""Hinduism"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300073727"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q9089""}]","Surya, the Hindu Solar Deity"
205,2013.231,2013,"[""https://images.metmuseum.org/CRDImages/as/original/DP703023.jpg"", ""https://images.metmuseum.org/CRDImages/as/original/2013_231_Bm_sf.jpg""]",,,,,,,,,,,,,,Ceramics,,,,"Purchase, Barbara and William Karatz Gift, in honor of James C. Y. Watt, 2013",China,Asian Art,H. 7 5/8 in. (19.4 cm); Diam. 7 3/4 in. (19.7 cm); Diam. of rim 4 in. (10.2 cm); Diam. of base 3 1/2 in. (8.9 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 19.68504, ""Height"": 19.367538}}, {""elementName"": ""Diam. of rim"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 10.16002}}, {""elementName"": ""Diam. of base"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 8.8900175}}]",Porcelain with white glaze (Xing ware),2025-03-06T04:54:30Z,600,7th–early 8th century,733,78432,Jar,https://www.metmuseum.org/art/collection/search/78432,https://www.wikidata.org/wiki/Q116313044,Tang dynasty (618–907),,https://images.metmuseum.org/CRDImages/as/original/DP703022.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP703022.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Jar
204,2011.352,2011,"[""https://images.metmuseum.org/CRDImages/as/original/DP-14608-015.jpg""]",,,,,,,,,,,,,,Ceramics,,,,"Purchase, The Vincent Astor Foundation Gift, 2011",China,Asian Art,H. 1 1/16 in. (2.7 cm); Diam. 8 5/16 in. (21.1 cm); Diam. of foot: 5 5/8 in. (14.3 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 21.113792, ""Height"": 2.6987555}}, {""elementName"": ""Diam. of foot"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 14.287529}}]",Porcelain painted with cobalt blue under and enamels over transparent glaze (Jingdezhen ware),2025-03-06T04:54:30Z,1634,mid-17th century,1666,76768,Dish,https://www.metmuseum.org/art/collection/search/76768,https://www.wikidata.org/wiki/Q116397093,"Ming dynasty (1368–1644), Chongzen period (1628–44)",,https://images.metmuseum.org/CRDImages/as/original/DP-14608-014.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-14608-014.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Pomegranates"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379961"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q13222088""}, {""term"": ""Leaves"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300011892"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q33971""}]",Dish with Pomegranates
207,2010.120,2010,"[""https://images.metmuseum.org/CRDImages/as/original/DP227161.jpg"", ""https://images.metmuseum.org/CRDImages/as/original/DP227162.jpg"", ""https://images.metmuseum.org/CRDImages/as/original/DP227163.jpg"", ""https://images.metmuseum.org/CRDImages/as/original/DP227164.jpg""]",,,,,,,,,,,,,,Ceramics,,,,"Purchase, The Vincent Astor Foundation Gift, 2010",China,Asian Art,H. 14 3/4 in. (37.5 cm); W. 5 5/8 in. (14.3 cm); D. 6 1/16 in. (15.4 cm),,,,False,True,False,,,,"[{""elementName"": ""Other"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 15.398781, ""Height"": 37.465076, ""Width"": 14.287529}}]",Earthenware with tri-color (sancai) glaze,2025-03-06T04:54:30Z,700,8th century,799,75765,Figure,https://www.metmuseum.org/art/collection/search/75765,https://www.wikidata.org/wiki/Q116313067,Tang dynasty (618–907),,https://images.metmuseum.org/CRDImages/as/original/DP227159.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP227159.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}, {""term"": ""Dogs"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300265714"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q144""}]",Seated court lady
204,2011.351,2011,"[""https://images.metmuseum.org/CRDImages/as/original/DP-14608-013.jpg""]",,,,,,,,,,,,,,Ceramics,,,,"Purchase, The Vincent Astor Foundation Gift, 2011",China,Asian Art,H. 1 1/8 in. (2.9 cm); Diam. 8 1/8 in. (20.6 cm); Diam. of foot: 5 3/8 in. (13.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 20.63754, ""Height"": 2.8575058}}, {""elementName"": ""Diam. of foot"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 13.652527}}]",Porcelain painted with cobalt blue under and enamels over transparent glaze (Jingdezhen ware),2025-03-06T04:54:30Z,1634,mid-17th century,1666,76766,Dish,https://www.metmuseum.org/art/collection/search/76766,https://www.wikidata.org/wiki/Q116397092,"Ming dynasty (1368–1644), Chongzen period (1628–44)",,https://images.metmuseum.org/CRDImages/as/original/DP-14608-012.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-14608-012.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Peonies"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300380052"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q147105""}, {""term"": ""Leaves"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300011892"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q33971""}]",Dish with Peonies
